,mindate,maxdate,name,id
988,1984-01-01,1984-10-01,Highest soil temperature at observation time(cover: fallow,HO23A0
989,1984-01-01,1984-10-01,Highest soil temperature at observation time(cover: fallow,HO22A0
990,1984-01-01,1984-10-01,Highest soil temperature at observation time(cover: fallow,HO21A0
991,2006-01-01,2010-06-01,Highest soil temperature at observation time(cover: grass,HO17P0
992,2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,HO17A0
993,2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,HO16P0
994,2006-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,HO16A0
995,2000-06-01,2010-12-01,Highest soil temperature at observation time(cover: grass,HO15P0
996,1984-01-01,1985-07-01,Highest soil temperature at observation time(cover: grass,HO15A1
997,1984-01-01,2010-12-01,Highest soil temperature at observation time(cover: grass,HO15A0
998,2000-06-01,2010-12-01,Highest soil temperature at observation time(cover: grass,HO14P0
999,1984-01-01,1985-07-01,Highest soil temperature at observation time(cover: grass,HO14A1
